name,rookie_yr,birth_state
Mel Mazzera,1938,CA
Frank McCormick,1938,NY
Bill McGee,1938,IL
Lefty Mills,1938,MA
Al Milnar,1938,OH
Whitey Moore,1938,OH
Chet Morgan,1938,MS
Heinie Mueller,1938,MO
George Myatt,1938,CO
Lynn Myers,1938,PA
Red Nonnenkamp,1938,MO
Vance Page,1938,NC
Ace Parker,1938,VA
Johnny Peacock,1938,NC
Bill Phebus,1938,KS
Bill Posedel,1938,CA
Nels Potter,1938,IL
Tot Pressnell,1938,OH
Johnny Riddle,1938,PA
Johnny Rizzo,1938,TX
Lee Rogers,1938,AL
Goody Rosen,1938,Canada
Don Ross,1938,CA
Dick Siebert,1938,MA
Enos Slaughter,1938,NC
Stan Sperry,1938,WI
Hank Steinbacher,1938,MO
Steve Sundra,1938,PA
Joe Vance,1938,TX
Jimmy Wasdell,1938,OH
Max West,1938,TX
Taffy Wright,1938,NC
Bill Beckmann,1939,MO
Fern Bell,1939,OK
Johnny Berardino,1939,CA
Jimmy Bloodworth,1939,FL
Jack Bolling,1939,AL
Nino Bongiovanni,1939,LA
Lou Boudreau,1939,IL
Bob Bowman,1939,WV
Alex Carrasquel,1939,Venezuela
Hugh Casey,1939,GA
Mort Cooper,1939,MO
Pete Coscarart,1939,CA
Frank Croucher,1939,TX
Roy Cullenbine,1939,TN
Joe Dobson,1939,OK
Atley Donald,1939,MS
Tom Earley,1939,MA
Bobby Estalella,1939,Cuba
Nick Etten,1939,IL
Red Evans,1939,IL
Joe Gallagher,1939,PA
Lee Gamble,1939,PA
Joe Gantenbein,1939,CA
Joe Grace,1939,IL
Oscar Grimes,1939,OH
Tom Hafey,1939,CA
Bob Harris,1939,WY
Sam Harshaney,1939,IL
Joe Haynes,1939,GA
Willard Hershberger,1939,CA
Kirby Higbe,1939,SC
Fred Hutchinson,1939,WA
Eddie Joost,1939,CA
Bob Joyce,1939,CA
Charlie Keller,1939,MD
Bill Kerksieck,1939,AR
Harry Kimberlin,1939,MO
Lynn King,1939,IA
Jack Kramer,1939,LA
Max Lanier,1939,NC
Gene Lillard,1939,CA
Red Lynn,1939,TX
Hank Majeski,1939,NY
Walt Masterson,1939,PA
Bobby Mattick,1939,IA
Pinky May,1939,IN
Barney McCosky,1939,PA
Benny McCoy,1939,MI
Eddie Miller,1939,MI
Bill Nagel,1939,TN
Bill Nicholson,1939,MD
Art Parks,1939,AR
Ike Pearson,1939,MS
Cotton Pippen,1939,TX
Woody Rich,1939,NC
Rip Russell,1939,CA
Marius Russo,1939,NY
Manny Salvo,1939,CA
Norm Schlueter,1939,IL
LeGrant Scott,1939,OH
Rip Sewell,1939,AL
Jim Shilling,1939,OK
Sibby Sisti,1939,NY
Tom Sunkel,1939,IL
Jim Tabor,1939,AL
Gene Thompson,1939,
Mike Tresh,1939,PA
Dizzy Trout,1939,IN
Mickey Vernon,1939,PA
Charlie Wagner,1939,PA
Skeeter Webb,1939,MS
Johnny Welaj,1939,PA
Ted Williams,1939,CA
Johnnie Wittig,1939,MD
Bill Zuber,1939,IA
George Barnicle,1940,MA
Herman Besse,1940,MO
Emil Bildilli,1940,IN
Tiny Bonham,1940,CA
Bobby Bragan,1940,AL
Al Brancato,1940,PA
Marv Breuer,1940,MO
Dom DiMaggio,1940,CA
Jake Early,1940,NC
Bob Elliott,1940,CA
Herman Franks,1940,UT
Charlie Frye,1940,NC
Charlie Gilbert,1940,LA
Al Glossop,1940,IL
Johnny Gorsica,1940,NJ
Frankie Gustine,1940,IL
Mickey Harris,1940,NY
Herb Hash,1940,VA
Ken Heintzelman,1940,MO
Johnny Hopp,1940,NE
Sid Hudson,1940,TN
Johnny Hutchings,1940,TX
Al Javery,1940,MA
Earl Johnson,1940,WA
Roy Joiner,1940,CA
Wally Judnich,1940,CA
Bob Kennedy,1940,IL
Newt Kimball,1940,UT
Dick Lanahan,1940,DC
Bill Lillard,1940,CA
Danny Litwhiler,1940,PA
Ray Mack,1940,OH
Art Mahan,1940,MA
Marty Marion,1940,SC
Phil Masi,1940,IL
Mike McCormick,1940,NJ
Rene Monteagudo,1940,Cuba
Hal Newhouser,1940,MI
Johnny Niggeling,1940,IA
Vern Olsen,1940,OR
Joe Orengo,1940,CA
Al Piechota,1940,IL
Jimmy Pofahl,1940,MN
Ken Raffensberger,1940,PA
Pete Reiser,1940,MO
Buddy Rosar,1940,NY
Chet Ross,1940,NY
Bama Rowell,1940,AL
Al Rubeling,1940,MD
Johnny Rucker,1940,GA
Ham Schulte,1940,MO
Tom Seats,1940,NC
Lefty Smoll,1940,PA
Nick Strincevich,1940,IN
George Susce,1940,PA
Bob Swift,1940,KS
Hy Vandenberg,1940,KS
Porter Vaughan,1940,VA
Hal Wagner,1940,NJ
Bennie Warren,1940,OK
Mickey Witek,1940,PA
Babe Young,1940,NY
Ace Adams,1941,CA
Chuck Aleno,1941,MO
Alf Anderson,1941,GA
Red Anderson,1941,IA
George Archie,1941,TN
Bill Baker,1941,NC
Stan Benjamin,1941,MA
Roy Bruner,1941,KY
Soup Campbell,1941,VA
Bob Carpenter,1941,IL
Fred Chapman,1941,NY
Eddie Collins,1941,NY
Walker Cooper,1941,MO
Creepy Crespi,1941,MO
Bill Crouch,1941,DE
Crash Davis,1941,GA
Dutch Dietz,1941,OH
Vallie Eaves,1941,OK
Paul Erickson,1941,IL
Al Evans,1941,NC
Tom Ferrick,1941,NY
Bill Fleming,1941,CA
Greek George,1941,GA
Floyd Giebell,1941,WV
Jack Hallett,1941,OH
Lum Harris,1941,AL
Lefty Hoerst,1941,PA
Tommy Hughes,1941,IL
Tex Hughson,1941,TX
Art Johnson,1941,PA
Don Kolloway,1941,IL
Howie Krist,1941,NY
Eddie Lake,1941,CA
Hank LaManna,1941,
Mickey Livingston,1941,SC
Johnny Lucadello,1941,TX
Phil Marchildon,1941,Canada
Hal Marnie,1941,PA
Les McCrabb,1941,PA
Clyde McCullough,1941,TN
Glenn McQuillen,1941,VA
Rube Melton,1941,NC
Dutch Meyer,1941,TX
Pat Mullin,1941,PA
Bob Muncrief,1941,OK
Danny Murtaugh,1941,PA
Sam Nahem,1941,NY
Dick Newsome,1941,NC
Lou Novikoff,1941,AZ
Steve Peek,1941,MA
Johnny Podgajny,1941,PA
Howie Pollet,1941,LA
Jerry Priddy,1941,CA
Elmer Riddle,1941,GA
Phil Rizzuto,1941,NY
Skippy Roberge,1941,ID
Bob Scheffing,1941,MO
Ken Silvestri,1941,IL
Stan Spence,1941,KY
Bud Stewart,1941,CA
Lou Stringer,1941,MI
Bobby Sturgeon,1941,IN
Johnny Sturm,1941,MO
Pete Suder,1941,PA
Coaker Triplett,1941,NC
Tom Turner,1941,OK
Dick West,1941,KY
Ernie White,1941,SC
Whitey Wietelmann,1941,OH
Lefty Wilkie,1941,Canada
Early Wynn,1941,AL
Babe Barna,1942,WV
Johnny Barrett,1942,MA
Johnny Beazley,1942,TN
Hi Bithorn,1942,Puerto Rico
Buddy Blair,1942,MS
Hank Borowy,1942,NJ
Norm Branch,1942,WA
Bill Butland,1942,IN
Fred Caligiuri,1942,PA
Mike Chartak,1942,NY
Russ Christopher,1942,CA
Ellis Clary,1942,GA
Bill Conroy,1942,IL
Tony Criscola,1942,WA
Otto Denning,1942,KS
George Dickey,1942,TX
Murry Dickson,1942,MO
Bill Donovan,1942,MA
Red Embree,1942,CA
Harry Feldman,1942,NY
Stan Ferens,1942,PA
Nanny Fernandez,1942,CA
Les Fleming,1942,TX
Dick Fowler,1942,Canada
Moe Franklin,1942,IL
Hank Gornicki,1942,NY
Buddy Gremp,1942,CO
Steve Gromek,1942,MI
Orval Grove,1942,KS
Bert Haas,1942,IL
Ned Harris,1942,IA
Ed Head,1942,LA
Jim Hegan,1942,MA
Billy Hitchcock,1942,AL
Oris Hockett,1942,IN
Tommy Holmes,1942,NY
Oscar Judd,1942,Canada
Clyde Kluttz,1942,NC
Dave Koslo,1942,WI
Whitey Kurowski,1942,PA
Ray Lamanno,1942,CA
Johnny Lindell,1942,CO
Johnny Lipon,1942,OH
Tony Lupien,1942,MA
Max Marshall,1942,IA
Willard Marshall,1942,VA
Buster Maynard,1942,NC
Lennie Merullo,1942,MA
Stan Musial,1942,PA
Earl Naylor,1942,MO
Ron Northey,1942,PA
Dixie Parsons,1942,AL
Johnny Pesky,1942,OR
Bob Repass,1942,PA
Johnny Sain,1942,AR
Ray Sanders,1942,MO
Ray Scarborough,1942,NC
Johnny Schmitz,1942,WI
Vern Stephens,1942,NM
John Sullivan,1942,MA
Yank Terry,1942,IN
Eric Tipton,1942,VA
Lou Tost,1942,WA
Virgil Trucks,1942,AL
Elmer Valo,1942,Slovakia
Harry Walker,1942,MS
Jack Wallaesa,1942,LA
Les Webber,1942,CA
Hal White,1942,NY
Roger Wolff,1942,IL
Buster Adams,1943,CO
Nate Andrews,1943,NC
Orie Arntzen,1943,IL
Red Barkley,1943,TX
Red Barrett,1943,CA
Don Black,1943,IA
Bill Brandt,1943,IN
Al Brazle,1943,OK
Harry Brecheen,1943,OK
Charlie Brewster,1943,LA
Joe Burns,1943,MA
Milt Byrnes,1943,MO
Milo Candini,1943,CA
Dick Conger,1943,CA
Leon Culberson,1943,GA
Dick Culler,1943,NC
Guy Curtright,1943,MO
Hugh East,1943,AL
Hank Edwards,1943,OH
Kerby Farrell,1943,TN
Rube Fischer,1943,SD
Jesse Flores,1943,Mexico
Charlie Fuchs,1943,NJ
Huck Geary,1943,NY
Johnny Gee,1943,NY
Al Gerheauser,1943,MO
Sid Gordon,1943,NY
Jimmy Grant,1943,IA
Mickey Haefner,1943,IL
Irv Hall,1943,MD
Ray Hamrick,1943,TN
Ed Hanyzewski,1943,IN
Chico Hernandez,1943,Cuba
Ralph Hodgin,1943,NC
Joe Hoover,1943,CA
Billy Johnson,1943,NJ
Andy Karl,1943,NY
Lou Klein,1943,LA
Jack Kraus,1943,TX
Johnny Lazor,1943,WA
Bill LeFebvre,1943,RI
Peanuts Lowrey,1943,CA
Lou Lucier,1943,MA
Gordon Maltzberger,1943,TX
Charlie Mead,1943,Canada
Jim Mertz,1943,OH
Steve Mesner,1943,CA
Bud Metheny,1943,MO
George Metkovich,1943,
Dee Moore,1943,TX
Red Munger,1943,TX
Mike Naymick,1943,PA
Butch Nieman,1943,KS
Dave Odom,1943,CA
Luis Olmo,1943,Puerto Rico
Stubby Overmire,1943,MI
Roy Partee,1943,CA
Ray Poat,1943,IL
Hugh Poland,1943,KY
Ewald Pyle,1943,MO
Xavier Rescigno,1943,NY
Allie Reynolds,1943,OK
Sherry Robertson,1943,Canada
Mickey Rocco,1943,MN
Jim Russell,1943,PA
Connie Ryan,1943,LA
Bill Sayles,1943,OR
Howie Schultz,1943,MN
Joe Schultz,1943,NJ
Ken Sears,1943,IL
Eddie Stanky,1943,PA
Glen Stewart,1943,TN
Snuffy Stirnweiss,1943,NY
Thurman Tucker,1943,TX
Jim Tyack,1943,MT
Dick Wakefield,1943,IL
Butch Wensloff,1943,CA
Joe Wood,1943,PA
Pinky Woods,1943,CT
Chuck Workman,1943,MO
Hank Wyse,1943,AR
Al Zarilla,1943,CA
Floyd Baker,1944,VA
Frank Barrett,1944,FL
Augie Bergamo,1944,MI
Joe Berry,1944,OH
Ed Boland,1944,NY
Jack Brewer,1944,CA
Tommy Brown,1944,United Kingdom
Bill Burgo,1944,PA
Ed Busch,1944,IL
Bud Byerly,1944,MO
Paul Calvert,1944,Canada
Ben Cardoni,1944,PA
Eddie Carnett,1944,MO
Arnold Carter,1944,WV
Vince Castino,1944,IL
Rex Cecil,1944,OK
Bob Chipman,1944,NY
Ted Cieslak,1944,WI
Grey Clarke,1944,AL
Dain Clay,1944,OH
Frank Colman,1944,Canada
Cookie Cuccurullo,1944,NJ
Blix Donnelly,1944,MN
Frank Drews,1944,NY
Monk Dubiel,1944,CT
Hal Epps,1944,GA
Buck Etchison,1944,MD
George Fallon,1944,NJ
Bob Finley,1944,TX
Mike Garbark,1944,TX
Ford Garrison,1944,SC
Rufe Gentry,1944,NC
Ben Geraghty,1944,NJ
Hal Gregg,1944,CA
Mike Guerra,1944,Cuba
Andy Hansen,1944,FL
Clem Hausmann,1944,TX
George Hausmann,1944,MO
Red Hayworth,1944,NC
Stew Hofferth,1944,IN
Billy Holm,1944,IL
Chuck Hostetler,1944,PA
Sig Jakucki,1944,NJ
Don Johnson,1944,TN
Al Jurisich,1944,LA
George Kell,1944,AR
Buddy Kerr,1944,NY
Ed Klieman,1944,OH
Jim Konstanty,1944,NY
Hillis Layne,1944,TN
Charlie Letchas,1944,GA
Ed Levy,1944,AL
Eddie Lopat,1944,NY
Hal Luby,1944,ID
Frank Mancuso,1944,TX
Dale Matthewson,1944,PA
Tom McBride,1944,TX
Bill McGhee,1944,AL
Cal McLish,1944,OK
Charlie Metro,1944,PA
Mike Milosevich,1944,IL
Moon Mullen,1944,WA
Roberto Ortiz,1944,Cuba
Andy Pafko,1944,WI
Joe Page,1944,PA
Dee Phillips,1944,VA
Mel Queen,1944,PA
Nap Reyes,1944,Cuba
Preacher Roe,1944,AR
Steve Roser,1944,NY
Joe Rullo,1944,NY
Don Savage,1944,NJ
Roy Schalk,1944,IL
Charley Schanz,1944,WA
Carl Scheib,1944,PA
Freddy Schmidt,1944,CT
Bill Schuster,1944,NY
Pat Seerey,1944,OK
Andy Seminick,1944,WV
Frank Seward,1944,NJ
Tex Shirley,1944,TX
Harry Shuman,1944,PA
Gil Torres,1944,Cuba
Red Treadway,1944,NC
Al Unser,1944,IL
Emil Verban,1944,IL
Bill Voiselle,1944,SC
Tommy Warren,1944,OK
Ted Wilks,1944,NY
Dewey Williams,1944,OR
Woody Williams,1944,VA
Frankie Zak,1944,NJ
Morrie Aderholt,1945,NC
Stan Andrews,1945,MA
John Antonelli,1945,TN
Vic Barnhart,1945,MD
Eddie Basinski,1945,NY
Heinz Becker,1945,NY
Bill Bevens,1945,OR
George Binks,1945,IL
Red Borom,1945,SC
Charlie Bowles,1945,MA
Ralph Branca,1945,NY
Cy Buker,1945,WI
Ken Burkhart,1945,TN
Pete Center,1945,KY
Al Cihocki,1945,PA
Otey Clark,1945,WI
Glenn Crawford,1945,MI
Jack Creel,1945,TX
Tony Daniels,1945,NC
Fats Dantonio,1945,LA
Frank Dasso,1945,IL
Russ Derry,1945,MO
Vance Dinges,1945,NJ
George Dockins,1945,KS
Clem Dreisewerd,1945,MO
Bill Drescher,1945,NY
Zeb Eaton,1945,NC
Slim Emmerich,1945,PA
Dave Ferriss,1945,MS
Steve Filipowicz,1945,PA
Wally Flager,1945,IL
Howie Fox,1945,OR
Ken Gables,1945,MO
Bob Garbark,1945,TX
Danny Gardella,1945,NY
Glenn Gardner,1945,NC
Charlie Gassaway,1945,TN
Steve Gerkin,1945,WV
Al Gettel,1945,VA
Carden Gillenwater,1945,TN
Paul Gillespie,1945,GA
Al Gionfriddo,1945,PA
Pete Gray,1945,PA
Earl Harrist,1945,LA
Bill Hart,1945,KY
Randy Heflin,1945,VA
Don Hendrickson,1945,IN
Ken Holcombe,1945,NC
Johnny Johnson,1945,IL
Vic Johnson,1945,WI
Clyde King,1945,NC
Lou Knerr,1945,PA
Ty LaForest,1945,Canada
Al Lakeman,1945,OH
Al Libke,1945,WA
Bob Logan,1945,NE
Vic Lombardi,1945,CA
Joe Mack,1945,IL
Felix Mackiewicz,1945,IL
Sal Maglie,1945,NY
Bob Maier,1945,NJ
Jim Mallory,1945,VA
Babe Martin,1945,WA
Dick Mauney,1945,NC
Cass Michaels,1945,MI
Bitsy Mott,1945,FL
Les Mueller,1945,IL
Joe Orrell,1945,CA
Frank Papish,1945,CO
Hal Peck,1945,WI
Lee Pfund,1945,IL
Marino Pieretti,1945,Italy
Bill Ramsey,1945,AR
Del Rice,1945,OH
Aaron Robinson,1945,SC
Bill Salkeld,1945,ID
Mike Sandlock,1945,CT
Ed Sauer,1945,PA
Hank Sauer,1945,PA
Red Schoendienst,1945,IL
Len Schulte,1945,MO
Vince Shupe,1945,OH
Dick Sipek,1945,IL
Mayo Smith,1945,MO
Hal Spindel,1945,OK
Charlie Sproull,1945,GA
Ben Steiner,1945,VA
Ed Stevens,1945,TX
Jackie Tobin,1945,MO
Sandy Ullrich,1945,Cuba
Fred Vaughn,1945,CA
Kermit Wahl,1945,SD
Lefty Wallace,1945,IN
Lefty West,1945,NC
Bobby Wilkins,1945,NC
Jim Wilson,1945,PA
Walter Wilson,1945,GA
Ed Wright,1945,TN
Jose Zardon,1945,Cuba
Sam Zoldak,1945,NY
Bobby Adams,1946,MA
Ed Albosta,1946,MI
Ferrell Anderson,1946,KS
Ed Bahr,1946,Canada
Rex Barney,1946,AL
Hank Behrman,1946,NY
Ewell Blackwell,1946,CA
Buddy Blattner,1946,MO
Mike Budnick,1946,OR
Hank Camelli,1946,MA
Gil Coan,1946,NC
Jack Conway,1946,TX
Claude Corbitt,1946,NC
Billy Cox,1946,IL
Bob Dillinger,1946,CA
Erv Dusak,1946,IL
Bruce Edwards,1946,IL
Del Ennis,1946,PA
Hoot Evers,1946,MO
Everett Fagan,1946,NJ
Cliff Fannin,1946,KY
Carl Furillo,1946,PA
Joe Garagiola,1946,MO
Jack Graham,1946,MN
Ralph Hamner,1946,LA
Gene Handley,1946,MO
Joe Hatten,1946,IA
Grady Hatton,1946,TX
Hank Helf,1946,TX
Gene Hermanski,1946,MA
Johnny Hetki,1946,KS
Bill Kennedy,1946,VA
Monty Kennedy,1946,VA
Ellis Kinder,1946,AR
Ralph Kiner,1946,NM
Emil Kush,1946,IL
Clayton Lambert,1946,IL
Bob Lemon,1946,CA
Eddie Lukon,1946,PA
Bob Malloy,1946,PA
Hal Manders,1946,IA
Cuddles Marshall,1946,WA
Eddie Miksis,1946,NJ
Ox Miller,1946,TX
Anse Moore,1946,LA
Dick Mulligan,1946,PA
Johnny Ostrowski,1946,IL
Whitey Platt,1946,FL
Marv Rickert,1946,WA
Bill Rigney,1946,CA
Jack Sanford,1946,VA
Bob Savage,1946,NH
Frank Secory,1946,IA
Elmer Singleton,1946,UT
Dick Sisler,1946,MO
Warren Spahn,1946,NY
Charley Stanceu,1946,OH
Chuck Stevens,1946,NM
Ken Trinkle,1946,IN
Bob Usher,1946,CA
Eddie Waitkus,1946,MA
Leo Wells,1946,KS
Dick Whitman,1946,OR
Gene Woodling,1946,OH
Johnny Wyrostek,1946,IL
Benny Zientara,1946,IL
Cliff Aberson,1947,IL
Frank Baumholtz,1947,OH
Yogi Berra,1947,MO
Bobby Brown,1947,NJ
Scott Cary,1947,IN
Joe Coleman,1947,NY
Ray Coleman,1947,CA
Sam Dente,1947,NJ
Fritz Dorish,1947,
Karl Drews,1947,NY
Eddie Erautt,1947,OR
Ferris Fain,1947,TX
Gary Gearhart,1947,OH
Pete Gebrian,1947,NJ
Bob Gillespie,1947,OH
Granny Hamner,1947,VA
Clint Hartung,1947,TX
Jim Hearn,1947,GA
Art Houtteman,1947,MI
Dixie Howell,1947,KY
Hooks Iott,1947,MO
Larry Jansen,1947,OR
Don Johnson,1947,TN
Jake Jones,1947,OH
Sheldon Jones,1947,NE
Spider Jorgensen,1947,CA
Doyle Lade,1947,NE
Walt Lanfranconi,1947,VT
Ralph LaPointe,1947,VT
Paul Lehner,1947,AL
Buddy Lively,1947,AL
Whitey Lockman,1947,NC
Jack Lohrke,1947,CA
Al Lyons,1947,MO
Bill McCahan,1947,PA
Russ Meers,1947,IL
Sam Mele,1947,NY
Russ Meyer,1947,IL
Dale Mitchell,1947,OK
Les Moss,1947,OK
Glen Moulder,1947,OK
Mel Parnell,1947,LA
Eddie Pellagrini,1947,MA
Kent Peterson,1947,UT
Dave Philley,1947,TX
Vic Raschi,1947,MA
Culley Rikard,1947,MS
Eddie Robinson,1947,TX
Jackie Robinson,1947,ME
Fred Sanford,1947,UT
Spec Shea,1947,CT
Bryan Stephens,1947,AR
Tommy Tatum,1947,TX
Harry Taylor,1947,NY
Bobby Thomson,1947,United Kingdom
Earl Torgeson,1947,WA
Clyde Vollmer,1947,OH
Vic Wertz,1947,PA
Wally Westlake,1947,CA
Jerry Witte,1947,MO
Eddie Yost,1947,NY
Hank Arft,1948,MO
Richie Ashburn,1948,NE
Matt Batts,1948,TX
Gene Bearden,1948,AR
Neil Berry,1948,MI
Vern Bickford,1948,KY
Frank Biscan,1948,IL
Johnny Blatnik,1948,OH
Eddie Bockman,1948,CA
Lou Brissie,1948,SC
Tommy Byrne,1948,MD
Putsy Caballero,1948,LA
Roy Campanella,1948,PA
Cliff Chambers,1948,OR
Bob Chesnes,1948,CA
Allie Clark,1948,NJ
Clint Conatser,1948,CA
Walker Cress,1948,VA
Jeff Cross,1948,OK
Al Dark,1948,OK
Jess Dobernic,1948,IL
Larry Doby,1948,SC
Carl Erskine,1948,IN
Ned Garver,1948,OH
Billy Goodman,1948,NC
Ted Gray,1948,MI
Bubba Harris,1948,NY
Frank Hiller,1948,NJ
Gil Hodges,1948,IN
Bobby Hogue,1948,FL
Wally Holborow,1948,NY
Hal Jeffcoat,1948,SC
Ken Johnson,1948,KS
Nippy Jones,1948,CA
Howie Judson,1948,IL
Bill Kennedy,1948,VA
Ted Kluszewski,1948,IL
Dick Kokos,1948,IL
Al Kozar,1948,PA
Don Lang,1948,CA
Sherm Lollar,1948,AR
Don Lund,1948,MI
Clarence Maddern,1948,AZ
Gene Mauch,1948,KS
Dutch McCall,1948,TN
Paul Minner,1948,PA
Gus Niarhos,1948,AL
Joe Ostrowski,1948,IL
Satchel Paige,1948,AL
Erv Palica,1948,CA
Billy Pierce,1948,CA
Bob Porterfield,1948,VA
Marv Rackley,1948,SC
Willie Ramsdell,1948,KS
Robin Roberts,1948,IL
Stan Rojek,1948,NY
Bob Rush,1948,MI
Hank Schenz,1948,OH
George Shuba,1948,OH
Curt Simmons,1948,PA
Roy Smalley,1948,MO
Duke Snider,1948,CA
Bud Souchock,1948,
Gerry Staley,1948,WA
Virgil Stallcup,1948,NC
Forrest Thompson,1948,NC
Sam Vico,1948,
Rube Walker,1948,NC
Preston Ward,1948,MO
Herm Wehmeier,1948,OH
Ralph Weigel,1948,OH
Dick Welteroth,1948,PA
Wes Westrum,1948,MN
Don White,1948,DC
Al Widmar,1948,OH
Bill Wight,1948,CA
Del Wilber,1948,MI
Junior Wooten,1948,SC
Herb Adams,1949,CA
Dewey Adkins,1949,KS
Andy Anderson,1949,WA
Johnny Antonelli,1949,TN
Joe Astroth,1949,IL
Jack Banta,1949,KS
Monty Basgall,1949,KS
Hank Bauer,1949,IL
Charlie Bicknell,1949,NJ
Ray Boone,1949,CA
Paul Campbell,1949,NC
Pete Castiglione,1949,CT
Jerry Coleman,1949,CA
Del Crandall,1949,CA
Chuck Diering,1949,MO
Glenn Elliott,1949,OK
Nellie Fox,1949,PA
Mike Garcia,1949,CA
Tommy Glaviano,1949,CA
Gordon Goldsberry,1949,CA
Mike Goliat,1949,PA
Marv Grissom,1949,CA
Johnny Groth,1949,IL
Warren Hacker,1949,MA
Bob Hall,1949,MD
Lloyd Hittle,1949,CA
Stan Hollmig,1949,TX
Willie Jones,1949,SC
Eddie Kazak,1949,OH
Alex Kellner,1949,AZ
Chuck Kress,1949,PA
Lou Kretlow,1949,OK
Dick Kryhoski,1949,NJ
Bob Kuzava,1949,MI
Joe Lafata,1949,MI
Stan Lopata,1949,MI
Eddie Malone,1949,IL
Cliff Mapes,1949,NE
Fred Martin,1949,CO
Mickey McDermott,1949,MA
Lloyd Merriman,1949,CA
Don Mueller,1949,MO
Rocky Nelson,1949,OH
Don Newcombe,1949,NJ
Al Papai,1949,IL
Jack Phillips,1949,MO
Bob Ramazzotti,1949,PA
Herman Reich,1949,CA
Dino Restelli,1949,MO
Bobby Rhawn,1949,PA
Hank Riebe,1949,OH
Tom Saffell,1949,TN
Bobby Shantz,1949,PA
Ray Shore,1949,OH
Roy Sievers,1949,MO
Charlie Silvera,1949,CA
Dick Starr,1949,PA
Chuck Stobbs,1949,WV
Max Surkont,1949,RI
Hank Thompson,1949,PA
Joe Tipton,1949,GA
Junior Walsh,1949,NJ
Red Webb,1949,DC
Dick Weik,1949,IA
Bill Werle,1949,CA
Don Wheeler,1949,MN
Adrian Zabala,1949,Cuba
Gus Zernial,1949,TX
Joe Adcock,1950,LA
Luis Aloma,1950,Cuba
Bobby Avila,1950,Mexico
Dan Bankhead,1950,AL
Ted Beard,1950,MD
Gus Bell,1950,KY
Bob Borkowski,1950,OH
Cloyd Boyer,1950,MO
Jack Bruner,1950,IA
Bob Cain,1950,KS
Chico Carrasquel,1950,Venezuela
Bubba Church,1950,AL
Joe Collins,1950,PA
Merl Combs,1950,CA
Sandy Consuegra,1950,Cuba
Jim Delsing,1950,WI
Billy DeMars,1950,NY
Walt Dropo,1950,CT
Luke Easter,1950,MS
Tommy Fine,1950,TX
Whitey Ford,1950,NY
Owen Friend,1950,IL
Tookie Gilbert,1950,LA
Joe Ginsberg,1950,NY
Mickey Grasso,1950,NJ
Roy Hartsfield,1950,GA
Bob Hooper,1950,Canada
Ralph Houk,1950,KS
Bill Howerton,1950,CA
Monte Irvin,1950,AL
Sam Jethroe,1950,MS
Johnny Klippstein,1950,DC
Vern Law,1950,ID
Don Lenhardt,1950,IL
Bill Macdonald,1950,CA
Connie Marrero,1950,Cuba
Carmen Mauro,1950,MN
Sammy Meeks,1950,SC
Bob Miller,1950,NJ
Bobby Morgan,1950,OK
Ray Murray,1950,NC
Steve Nagy,1950,NJ
Willard Nixon,1950,GA
Irv Noren,1950,NY
Jim Pearce,1950,NC
Harry Perkowski,1950,VA
Duane Pillette,1950,MI
Bud Podbielan,1950,WA
Johnny Pramesa,1950,OH
Hal Rice,1950,IL
Al Rosen,1950,SC
Normie Roy,1950,MA
Jerry Scala,1950,NJ
Bill Serena,1950,CA
Al Sima,1950,NJ
Frank Smith,1950,Canada
Bill Sommers,1950,NY
Marlin Stuart,1950,AR
Wayne Terwilliger,1950,MI
Tom Upton,1950,MO
Ken Wood,1950,NC
Cal Abrams,1951,PA
Bob Addis,1951,OH
Johnny Bero,1951,WV
Dick Bokelmann,1951,IL
Rocky Bridges,1951,TX
Smoky Burgess,1951,NC
Jim Busby,1951,TX
Bob Chakales,1951,NC
Dave Cole,1951,MD
Dick Cole,1951,CA
Chuck Connors,1951,NY
Al Corwin,1951,NY
Jack Cusick,1951,NJ
George Estock,1951,NJ
Dee Fondy,1951,TX
Bob Friend,1951,IN
Fred Hatfield,1951,AL
Solly Hemus,1951,AZ
Randy Jackson,1951,AR
Bill Jennings,1951,MO
Jackie Jensen,1951,CA
Bob Kelly,1951,OH
Leo Kiely,1951,NJ
Johnny Kucab,1951,PA
Clem Labine,1951,RI
Paul LaPalme,1951,MA
Lou Limmer,1951,NY
Johnny Logan,1951,NY
Turk Lown,1951,NY
Jack Maguire,1951,MO
Bob Mahoney,1951,MN
Mickey Mantle,1951,OK
Fred Marsh,1951,KS
Morrie Martin,1951,MO
Willie Mays,1951,AL
Jim McDonald,1951,CA
Gil McDougald,1951,CA
Roy McMillan,1951,TX
Minnie Minoso,1951,Cuba
Julio Moreno,1951,Cuba
Tom Morgan,1951,CA
Chet Nichols,1951,RI
Ray Noble,1951,Cuba
Tom Poholsky,1951,MI
Joe Presko,1951,MO
Earl Rapp,1951,MI
Don Richmond,1951,PA
Saul Rogovin,1951,NY
Marv Rotblatt,1951,IL
Pete Runnels,1951,TX
Bob Schultz,1951,KY
Harry Simpson,1951,GA
Lou Sleater,1951,MO
George Spencer,1951,OH
George Strickland,1951,LA
Jim Suchecki,1951,IL
Frank Thomas,1951,MO
Jocko Thompson,1951,MA
Gene Verble,1951,NC
Tom Wright,1951,NC
Bobby Young,1951,MD
Toby Atwell,1952,VA
Tony Bartirome,1952,PA
